ID,Function,Function Description,Category ID,Category,Category Description,Subcategory ID,Subcategory Description,Implementation Example,In Scope? ,Owner,Stakeholder(s),Auditor,NIST 800-53 Control Ref,Test Procedure(s),Q1 Actual Score,Q1 Target Score,Q1 Observations,Q1 Observation Date,Q1 Testing Status,Q2 Actual Score,Q2 Target Score,Q2 Observations,Q2 Observation Date,Q2 Testing Status,Q3 Actual Score,Q3 Target Score,Q3 Observations,Q3 Observation Date,Q3 Testing Status,Q4 Actual Score,Q4 Target Score,Q4 Observations,Q4 Observation Date,Q4 Testing Status,Minimum Target,Action Plan,Artifact Name
GV.SC-03 Ex4,GOVERN (GV),"The organization's cybersecurity risk management strategy, expectations, and policy are established, communicated, and monitored",GV.SC,Cybersecurity Supply Chain Risk Management (GV.SC),"Cyber supply chain risk management processes are identified, established, managed, monitored, and improved by organizational stakeholders",GV.SC-03,"Cybersecurity supply chain risk management is integrated into cybersecurity and enterprise risk management, risk assessment, and improvement processes","Ex4: Escalate material cybersecurity risks in supply chains to senior management, and address them at the enterprise risk management level",Yes,,,,"AC-01,AT-01,AU-01,CA-01,CM-01,CP-01,IA-01,IR-01,MA-01,MP-01,PE-01,PL-01,PM-01,PM-09,PM-18,PM-30,PM-31,PS-01,PT-01,RA-01,RA-03,RA-07,SA-01,SC-01,SI-01,SR-01,SR-02,SR-03",,3,5,Awaiting auditor review,2024-03-15,Pending Review,6,5,Control operating as expected,2024-06-15,Completed,2,5,Configuration updates being applied,2024-09-15,In Progress,,,,,,5,,
GV.SC-04 Ex2,GOVERN (GV),"The organization's cybersecurity risk management strategy, expectations, and policy are established, communicated, and monitored",GV.SC,Cybersecurity Supply Chain Risk Management (GV.SC),"Cyber supply chain risk management processes are identified, established, managed, monitored, and improved by organizational stakeholders",GV.SC-04,Suppliers are known and prioritized by criticality,"Ex2: Keep a record of all suppliers, and prioritize suppliers based on the criticality criteria",Yes,,,,"RA-09,SA-09,SR-06",,3,5,Awaiting auditor review,2024-03-15,Pending Review,2,5,Testing in progress,2024-06-15,In Progress,3,5,Final review scheduled,2024-09-15,Pending Review,3,5,Evidence submitted for review,2024-12-15,Pending Review,5,,
GV.SC-05 Ex1,GOVERN (GV),"The organization's cybersecurity risk management strategy, expectations, and policy are established, communicated, and monitored",GV.SC,Cybersecurity Supply Chain Risk Management (GV.SC),"Cyber supply chain risk management processes are identified, established, managed, monitored, and improved by organizational stakeholders",GV.SC-05,"Requirements to address cybersecurity risks in supply chains are established, prioritized, and integrated into contracts and other types of agreements with suppliers and other relevant third parties","Ex1: Establish security requirements for suppliers, products, and services commensurate with their criticality level and potential impact if compromised",No,,,,"SA-04,SA-09,SR-03,SR-05,SR-06,SR-10",,,,,,,,,,,,,,,,,,,,,,5,,
GV.SC-05 Ex1,GOVERN (GV),"The organization's cybersecurity risk management strategy, expectations, and policy are established, communicated, and monitored",GV.SC,Cybersecurity Supply Chain Risk Management (GV.SC),"Cyber supply chain risk management processes are identified, established, managed, monitored, and improved by organizational stakeholders",GV.SC-05,"Requirements to address cybersecurity risks in supply chains are established, prioritized, and integrated into contracts and other types of agreements with suppliers and other relevant third parties","Ex10: Specify in contracts and other agreements the rights and responsibilities of the organization, its suppliers, and their supply chains, with respect to potential cybersecurity risks",Yes,,,,"SA-04,SA-09,SR-03,SR-05,SR-06,SR-10",,5,5,Annual assessment complete - meets requirements,2024-03-15,Completed,3,5,Testing in progress,2024-06-15,In Progress,6,5,Evidence reviewed and approved,2024-09-15,Completed,,,,,,5,,
GV.SC-05 Ex3,GOVERN (GV),"The organization's cybersecurity risk management strategy, expectations, and policy are established, communicated, and monitored",GV.SC,Cybersecurity Supply Chain Risk Management (GV.SC),"Cyber supply chain risk management processes are identified, established, managed, monitored, and improved by organizational stakeholders",GV.SC-05,"Requirements to address cybersecurity risks in supply chains are established, prioritized, and integrated into contracts and other types of agreements with suppliers and other relevant third parties",Ex3: Define the rules and protocols for information sharing between the organization and its suppliers and sub-tier suppliers in agreements,No,,,,"SA-04,SA-09,SR-03,SR-05,SR-06,SR-10",,,,,,,,,,,,,,,,,,,,,,5,,
GV.SC-05 Ex4,GOVERN (GV),"The organization's cybersecurity risk management strategy, expectations, and policy are established, communicated, and monitored",GV.SC,Cybersecurity Supply Chain Risk Management (GV.SC),"Cyber supply chain risk management processes are identified, established, managed, monitored, and improved by organizational stakeholders",GV.SC-05,"Requirements to address cybersecurity risks in supply chains are established, prioritized, and integrated into contracts and other types of agreements with suppliers and other relevant third parties",Ex4: Manage risk by including security requirements in agreements based on their criticality and potential impact if compromised,Yes,,,,"SA-04,SA-09,SR-03,SR-05,SR-06,SR-10",,1,5,Pending vendor support,2024-03-15,Blocked,0,5,,2024-06-15,Not Started,3,5,Configuration updates being applied,2024-09-15,In Progress,0,5,,2024-12-15,Not Started,5,,
GV.SC-05 Ex5,GOVERN (GV),"The organization's cybersecurity risk management strategy, expectations, and policy are established, communicated, and monitored",GV.SC,Cybersecurity Supply Chain Risk Management (GV.SC),"Cyber supply chain risk management processes are identified, established, managed, monitored, and improved by organizational stakeholders",GV.SC-05,"Requirements to address cybersecurity risks in supply chains are established, prioritized, and integrated into contracts and other types of agreements with suppliers and other relevant third parties",Ex5: Define security requirements in service-level agreements (SLAs) for monitoring suppliers for acceptable security performance throughout the supplier relationship lifecycle,Yes,,,,"SA-04,SA-09,SR-03,SR-05,SR-06,SR-10",,0,5,,2024-03-15,Not Started,0,5,,2024-06-15,Not Started,3,5,Configuration updates being applied,2024-09-15,In Progress,,,,,,5,,
GV.SC-05 Ex6,GOVERN (GV),"The organization's cybersecurity risk management strategy, expectations, and policy are established, communicated, and monitored",GV.SC,Cybersecurity Supply Chain Risk Management (GV.SC),"Cyber supply chain risk management processes are identified, established, managed, monitored, and improved by organizational stakeholders",GV.SC-05,"Requirements to address cybersecurity risks in supply chains are established, prioritized, and integrated into contracts and other types of agreements with suppliers and other relevant third parties","Ex6: Contractually require suppliers to disclose cybersecurity features, functions, and vulnerabilities of their products and services for the life of the product or the term of service",Yes,,,,"SA-04,SA-09,SR-03,SR-05,SR-06,SR-10",,6,5,Annual assessment complete - meets requirements,2024-03-15,Completed,0,5,,2024-06-15,Not Started,,,,,,,,,,,5,,
GV.SC-05 Ex7,GOVERN (GV),"The organization's cybersecurity risk management strategy, expectations, and policy are established, communicated, and monitored",GV.SC,Cybersecurity Supply Chain Risk Management (GV.SC),"Cyber supply chain risk management processes are identified, established, managed, monitored, and improved by organizational stakeholders",GV.SC-05,"Requirements to address cybersecurity risks in supply chains are established, prioritized, and integrated into contracts and other types of agreements with suppliers and other relevant third parties","Ex7: Contractually require suppliers to provide and maintain a current component inventory (e.g., software or hardware bill of materials) for critical products",Yes,,,,"SA-04,SA-09,SR-03,SR-05,SR-06,SR-10",,5,5,Annual assessment complete - meets requirements,2024-03-15,Completed,3,5,Documentation under review,2024-06-15,Pending Review,,,,,,,,,,,5,,
GV.SC-05 Ex8,GOVERN (GV),"The organization's cybersecurity risk management strategy, expectations, and policy are established, communicated, and monitored",GV.SC,Cybersecurity Supply Chain Risk Management (GV.SC),"Cyber supply chain risk management processes are identified, established, managed, monitored, and improved by organizational stakeholders",GV.SC-05,"Requirements to address cybersecurity risks in supply chains are established, prioritized, and integrated into contracts and other types of agreements with suppliers and other relevant third parties",Ex8: Contractually require suppliers to vet their employees and guard against insider threats,No,,,,"SA-04,SA-09,SR-03,SR-05,SR-06,SR-10",,,,,,,,,,,,,,,,,,,,,,5,,
GV.SC-05 Ex9,GOVERN (GV),"The organization's cybersecurity risk management strategy, expectations, and policy are established, communicated, and monitored",GV.SC,Cybersecurity Supply Chain Risk Management (GV.SC),"Cyber supply chain risk management processes are identified, established, managed, monitored, and improved by organizational stakeholders",GV.SC-05,"Requirements to address cybersecurity risks in supply chains are established, prioritized, and integrated into contracts and other types of agreements with suppliers and other relevant third parties","Ex9: Contractually require suppliers to provide evidence of performing acceptable security practices through, for example, self-attestation, conformance to known standards, certifications, or inspections",Yes,,,,"SA-04,SA-09,SR-03,SR-05,SR-06,SR-10",,0,5,,2024-03-15,Not Started,0,5,,2024-06-15,Not Started,3,5,Configuration updates being applied,2024-09-15,In Progress,6,5,Control validated and operating effectively,2024-12-15,Completed,5,,
GV.SC-06 Ex1,GOVERN (GV),"The organization's cybersecurity risk management strategy, expectations, and policy are established, communicated, and monitored",GV.SC,Cybersecurity Supply Chain Risk Management (GV.SC),"Cyber supply chain risk management processes are identified, established, managed, monitored, and improved by organizational stakeholders",GV.SC-06,Planning and due diligence are performed to reduce risks before entering into formal supplier or other third-party relationships,"Ex1: Perform thorough due diligence on prospective suppliers that is consistent with procurement planning and commensurate with the level of risk, criticality, and complexity of each supplier relationship",Yes,,,,"SA-04,SA-09,SR-05,SR-06",,0,5,,2024-03-15,Not Started,3,5,Testing in progress,2024-06-15,In Progress,,,,,,2,5,Implementation ongoing,2024-12-15,In Progress,5,,
GV.SC-06 Ex2,GOVERN (GV),"The organization's cybersecurity risk management strategy, expectations, and policy are established, communicated, and monitored",GV.SC,Cybersecurity Supply Chain Risk Management (GV.SC),"Cyber supply chain risk management processes are identified, established, managed, monitored, and improved by organizational stakeholders",GV.SC-06,Planning and due diligence are performed to reduce risks before entering into formal supplier or other third-party relationships,Ex2: Assess the suitability of the technology and cybersecurity capabilities and the risk management practices of prospective suppliers,Yes,,,,"SA-04,SA-09,SR-05,SR-06",,0,5,Pending vendor support,2024-03-15,Blocked,0,5,,2024-06-15,Not Started,,,,,,,,,,,5,,
GV.SC-06 Ex4,GOVERN (GV),"The organization's cybersecurity risk management strategy, expectations, and policy are established, communicated, and monitored",GV.SC,Cybersecurity Supply Chain Risk Management (GV.SC),"Cyber supply chain risk management processes are identified, established, managed, monitored, and improved by organizational stakeholders",GV.SC-06,Planning and due diligence are performed to reduce risks before entering into formal supplier or other third-party relationships,"Ex4: Assess the authenticity, integrity, and security of critical products prior to acquisition and use",No,,,,"SA-04,SA-09,SR-05,SR-06",,,,,,,,,,,,,,,,,,,,,,5,,
GV.SC-07 Ex1,GOVERN (GV),"The organization's cybersecurity risk management strategy, expectations, and policy are established, communicated, and monitored",GV.SC,Cybersecurity Supply Chain Risk Management (GV.SC),"Cyber supply chain risk management processes are identified, established, managed, monitored, and improved by organizational stakeholders",GV.SC-07,"The risks posed by a supplier, their products and services, and other third parties are understood, recorded, prioritized, assessed, responded to, and monitored over the course of the relationship",Ex1: Adjust assessment formats and frequencies based on the third party's reputation and the criticality of the products or services they provide,No,,,,"RA-09,SA-04,SA-09,SR-03,SR-06",,,,,,,,,,,,,,,,,,,,,,5,,
GV.SC-07 Ex3,GOVERN (GV),"The organization's cybersecurity risk management strategy, expectations, and policy are established, communicated, and monitored",GV.SC,Cybersecurity Supply Chain Risk Management (GV.SC),"Cyber supply chain risk management processes are identified, established, managed, monitored, and improved by organizational stakeholders",GV.SC-07,"The risks posed by a supplier, their products and services, and other third parties are understood, recorded, prioritized, assessed, responded to, and monitored over the course of the relationship","Ex3: Monitor critical suppliers to ensure that they are fulfilling their security obligations throughout the supplier relationship lifecycle using a variety of methods and techniques, such as inspections, audits, tests, or other forms of evaluation",Yes,,,,"RA-09,SA-04,SA-09,SR-03,SR-06",,2,5,Remediation in progress,2024-03-15,In Progress,2,5,Testing in progress,2024-06-15,In Progress,,,,,,,,,,,5,,
GV.SC-07 Ex4,GOVERN (GV),"The organization's cybersecurity risk management strategy, expectations, and policy are established, communicated, and monitored",GV.SC,Cybersecurity Supply Chain Risk Management (GV.SC),"Cyber supply chain risk management processes are identified, established, managed, monitored, and improved by organizational stakeholders",GV.SC-07,"The risks posed by a supplier, their products and services, and other third parties are understood, recorded, prioritized, assessed, responded to, and monitored over the course of the relationship","Ex4: Monitor critical suppliers, services, and products for changes to their risk profiles, and reevaluate supplier criticality and risk impact accordingly",Yes,,,,"RA-09,SA-04,SA-09,SR-03,SR-06",,3,5,Remediation in progress,2024-03-15,In Progress,0,5,,2024-06-15,Not Started,,,,,,,,,,,5,,
GV.SC-07 Ex5,GOVERN (GV),"The organization's cybersecurity risk management strategy, expectations, and policy are established, communicated, and monitored",GV.SC,Cybersecurity Supply Chain Risk Management (GV.SC),"Cyber supply chain risk management processes are identified, established, managed, monitored, and improved by organizational stakeholders",GV.SC-07,"The risks posed by a supplier, their products and services, and other third parties are understood, recorded, prioritized, assessed, responded to, and monitored over the course of the relationship",Ex5: Plan for unexpected supplier and supply chain-related interruptions to ensure business continuity,Yes,,,,"RA-09,SA-04,SA-09,SR-03,SR-06",,3,5,Remediation in progress,2024-03-15,In Progress,1,5,Budget constraints,2024-06-15,Blocked,3,5,Final review scheduled,2024-09-15,Pending Review,0,5,,2024-12-15,Not Started,5,,
GV.SC-08 Ex1,GOVERN (GV),"The organization's cybersecurity risk management strategy, expectations, and policy are established, communicated, and monitored",GV.SC,Cybersecurity Supply Chain Risk Management (GV.SC),"Cyber supply chain risk management processes are identified, established, managed, monitored, and improved by organizational stakeholders",GV.SC-08,"Relevant suppliers and other third parties are included in incident planning, response, and recovery activities",Ex1: Define and use rules and protocols for reporting incident response and recovery activities and the status between the organization and its suppliers,Yes,,,,"CP-01,IR-01,SA-04,SA-09,SR-02,SR-03,SR-08",,0,5,,2024-03-15,Not Started,3,5,Documentation under review,2024-06-15,Pending Review,0,5,,2024-09-15,Not Started,,,,,,5,,
GV.SC-08 Ex3,GOVERN (GV),"The organization's cybersecurity risk management strategy, expectations, and policy are established, communicated, and monitored",GV.SC,Cybersecurity Supply Chain Risk Management (GV.SC),"Cyber supply chain risk management processes are identified, established, managed, monitored, and improved by organizational stakeholders",GV.SC-08,"Relevant suppliers and other third parties are included in incident planning, response, and recovery activities",Ex3: Include critical suppliers in incident response exercises and simulations,Yes,,,,"CP-01,IR-01,SA-04,SA-09,SR-02,SR-03,SR-08",,0,5,,2024-03-15,Not Started,3,5,Documentation under review,2024-06-15,Pending Review,4,5,Final review scheduled,2024-09-15,Pending Review,,,,,,5,,
GV.SC-08 Ex4,GOVERN (GV),"The organization's cybersecurity risk management strategy, expectations, and policy are established, communicated, and monitored",GV.SC,Cybersecurity Supply Chain Risk Management (GV.SC),"Cyber supply chain risk management processes are identified, established, managed, monitored, and improved by organizational stakeholders",GV.SC-08,"Relevant suppliers and other third parties are included in incident planning, response, and recovery activities",Ex4: Define and coordinate crisis communication methods and protocols between the organization and its critical suppliers,Yes,,,,"CP-01,IR-01,SA-04,SA-09,SR-02,SR-03,SR-08",,4,5,Awaiting auditor review,2024-03-15,Pending Review,5,5,Control operating as expected,2024-06-15,Completed,2,5,Configuration updates being applied,2024-09-15,In Progress,3,5,Implementation ongoing,2024-12-15,In Progress,5,,
GV.SC-08 Ex5,GOVERN (GV),"The organization's cybersecurity risk management strategy, expectations, and policy are established, communicated, and monitored",GV.SC,Cybersecurity Supply Chain Risk Management (GV.SC),"Cyber supply chain risk management processes are identified, established, managed, monitored, and improved by organizational stakeholders",GV.SC-08,"Relevant suppliers and other third parties are included in incident planning, response, and recovery activities",Ex5: Conduct collaborative lessons learned sessions with critical suppliers,Yes,,,,"CP-01,IR-01,SA-04,SA-09,SR-02,SR-03,SR-08",,6,5,Annual assessment complete - meets requirements,2024-03-15,Completed,6,5,Control operating as expected,2024-06-15,Completed,0,5,,2024-09-15,Not Started,,,,,,5,,
GV.SC-09 Ex1,GOVERN (GV),"The organization's cybersecurity risk management strategy, expectations, and policy are established, communicated, and monitored",GV.SC,Cybersecurity Supply Chain Risk Management (GV.SC),"Cyber supply chain risk management processes are identified, established, managed, monitored, and improved by organizational stakeholders",GV.SC-09,"Supply chain security practices are integrated into cybersecurity and enterprise risk management programs, and their performance is monitored throughout the technology product and service life cycle",Ex1: Policies and procedures require provenance records for all acquired technology products and services,Yes,,,,"PM-09,PM-19,PM-28,PM-30,PM-31,RA-03,RA-07,SA-04,SA-09,SR-02,SR-03,SR-05,SR-06",,1,5,Pending vendor support,2024-03-15,Blocked,0,5,,2024-06-15,Not Started,,,,,,2,5,Implementation ongoing,2024-12-15,In Progress,5,,
GV.SC-09 Ex2,GOVERN (GV),"The organization's cybersecurity risk management strategy, expectations, and policy are established, communicated, and monitored",GV.SC,Cybersecurity Supply Chain Risk Management (GV.SC),"Cyber supply chain risk management processes are identified, established, managed, monitored, and improved by organizational stakeholders",GV.SC-09,"Supply chain security practices are integrated into cybersecurity and enterprise risk management programs, and their performance is monitored throughout the technology product and service life cycle",Ex2: Periodically provide risk reporting to leaders about how acquired components are proven to be untampered and authentic,Yes,,,,"PM-09,PM-19,PM-28,PM-30,PM-31,RA-03,RA-07,SA-04,SA-09,SR-02,SR-03,SR-05,SR-06",,5,5,Annual assessment complete - meets requirements,2024-03-15,Completed,6,5,Control operating as expected,2024-06-15,Completed,,,,,,,,,,,5,,
GV.SC-09 Ex3,GOVERN (GV),"The organization's cybersecurity risk management strategy, expectations, and policy are established, communicated, and monitored",GV.SC,Cybersecurity Supply Chain Risk Management (GV.SC),"Cyber supply chain risk management processes are identified, established, managed, monitored, and improved by organizational stakeholders",GV.SC-09,"Supply chain security practices are integrated into cybersecurity and enterprise risk management programs, and their performance is monitored throughout the technology product and service life cycle","Ex3: Communicate regularly among cybersecurity risk managers and operations personnel about the need to acquire software patches, updates, and upgrades only from authenticated and trustworthy software providers",Yes,,,,"PM-09,PM-19,PM-28,PM-30,PM-31,RA-03,RA-07,SA-04,SA-09,SR-02,SR-03,SR-05,SR-06",,1,5,Pending vendor support,2024-03-15,Blocked,6,5,Control operating as expected,2024-06-15,Completed,3,5,Final review scheduled,2024-09-15,Pending Review,,,,,,5,,
GV.SC-09 Ex4,GOVERN (GV),"The organization's cybersecurity risk management strategy, expectations, and policy are established, communicated, and monitored",GV.SC,Cybersecurity Supply Chain Risk Management (GV.SC),"Cyber supply chain risk management processes are identified, established, managed, monitored, and improved by organizational stakeholders",GV.SC-09,"Supply chain security practices are integrated into cybersecurity and enterprise risk management programs, and their performance is monitored throughout the technology product and service life cycle",Ex4: Review policies to ensure that they require approved supplier personnel to perform maintenance on supplier products,Yes,,,,"PM-09,PM-19,PM-28,PM-30,PM-31,RA-03,RA-07,SA-04,SA-09,SR-02,SR-03,SR-05,SR-06",,1,5,Pending vendor support,2024-03-15,Blocked,3,5,Documentation under review,2024-06-15,Pending Review,,,,,,,,,,,5,,
GV.SC-10 Ex1,GOVERN (GV),"The organization's cybersecurity risk management strategy, expectations, and policy are established, communicated, and monitored",GV.SC,Cybersecurity Supply Chain Risk Management (GV.SC),"Cyber supply chain risk management processes are identified, established, managed, monitored, and improved by organizational stakeholders",GV.SC-10,Cybersecurity supply chain risk management plans include provisions for activities that occur after the conclusion of a partnership or service agreement,Ex1: Establish processes for terminating critical relationships under both normal and adverse circumstances,Yes,,,,"PM-31,RA-03,RA-05,RA-07,SA-04,SA-09,SR-02,SR-03,SR-05,SR-06",,0,5,,2024-03-15,Not Started,,,,,,,,,,,0,5,,2024-12-15,Not Started,5,,
GV.SC-10 Ex2,GOVERN (GV),"The organization's cybersecurity risk management strategy, expectations, and policy are established, communicated, and monitored",GV.SC,Cybersecurity Supply Chain Risk Management (GV.SC),"Cyber supply chain risk management processes are identified, established, managed, monitored, and improved by organizational stakeholders",GV.SC-10,Cybersecurity supply chain risk management plans include provisions for activities that occur after the conclusion of a partnership or service agreement,Ex2: Define and implement plans for component end-of-life maintenance support and obsolescence,No,,,,"PM-31,RA-03,RA-05,RA-07,SA-04,SA-09,SR-02,SR-03,SR-05,SR-06",,,,,,,,,,,,,,,,,,,,,,5,,
GV.SC-10 Ex4,GOVERN (GV),"The organization's cybersecurity risk management strategy, expectations, and policy are established, communicated, and monitored",GV.SC,Cybersecurity Supply Chain Risk Management (GV.SC),"Cyber supply chain risk management processes are identified, established, managed, monitored, and improved by organizational stakeholders",GV.SC-10,Cybersecurity supply chain risk management plans include provisions for activities that occur after the conclusion of a partnership or service agreement,"Ex4: Verify that assets containing the organization's data are returned or properly disposed of in a timely, controlled, and safe manner",No,,,,"PM-31,RA-03,RA-05,RA-07,SA-04,SA-09,SR-02,SR-03,SR-05,SR-06",,,,,,,,,,,,,,,,,,,,,,5,,
GV.SC-10 Ex5,GOVERN (GV),"The organization's cybersecurity risk management strategy, expectations, and policy are established, communicated, and monitored",GV.SC,Cybersecurity Supply Chain Risk Management (GV.SC),"Cyber supply chain risk management processes are identified, established, managed, monitored, and improved by organizational stakeholders",GV.SC-10,Cybersecurity supply chain risk management plans include provisions for activities that occur after the conclusion of a partnership or service agreement,Ex5: Develop and execute a plan for terminating or transitioning supplier relationships that takes supply chain security risk and resiliency into account,No,,,,"PM-31,RA-03,RA-05,RA-07,SA-04,SA-09,SR-02,SR-03,SR-05,SR-06",,,,,,,,,,,,,,,,,,,,,,5,,
GV.SC-10 Ex6,GOVERN (GV),"The organization's cybersecurity risk management strategy, expectations, and policy are established, communicated, and monitored",GV.SC,Cybersecurity Supply Chain Risk Management (GV.SC),"Cyber supply chain risk management processes are identified, established, managed, monitored, and improved by organizational stakeholders",GV.SC-10,Cybersecurity supply chain risk management plans include provisions for activities that occur after the conclusion of a partnership or service agreement,Ex6: Mitigate risks to data and systems created by supplier termination,No,,,,"PM-31,RA-03,RA-05,RA-07,SA-04,SA-09,SR-02,SR-03,SR-05,SR-06",,,,,,,,,,,,,,,,,,,,,,5,,
GV.SC-10 Ex7,GOVERN (GV),"The organization's cybersecurity risk management strategy, expectations, and policy are established, communicated, and monitored",GV.SC,Cybersecurity Supply Chain Risk Management (GV.SC),"Cyber supply chain risk management processes are identified, established, managed, monitored, and improved by organizational stakeholders",GV.SC-10,Cybersecurity supply chain risk management plans include provisions for activities that occur after the conclusion of a partnership or service agreement,Ex7: Manage data leakage risks associated with supplier termination,Yes,,,,"PM-31,RA-03,RA-05,RA-07,SA-04,SA-09,SR-02,SR-03,SR-05,SR-06",,2,5,Remediation in progress,2024-03-15,In Progress,3,5,Testing in progress,2024-06-15,In Progress,,,,,,,,,,,5,,
ID.AM-01 Ex2,IDENTIFY (ID),The organization's current cybersecurity risks are understood,ID.AM,Asset Management (ID.AM),"Assets (e.g., data, hardware, software, systems, facilities, services, people) that enable the organization to achieve business purposes are identified and managed consistent with their relative importance to organizational objectives and the organization's risk strategy",ID.AM-01,Inventories of hardware managed by the organization are maintained,Ex2: Constantly monitor networks to detect new hardware and automatically update inventories,Yes,,,,"CM-08,PM-05",,3,5,Awaiting auditor review,2024-03-15,Pending Review,3,5,Documentation under review,2024-06-15,Pending Review,2,5,Configuration updates being applied,2024-09-15,In Progress,,,,,,5,,
ID.AM-02 Ex1,IDENTIFY (ID),The organization's current cybersecurity risks are understood,ID.AM,Asset Management (ID.AM),"Assets (e.g., data, hardware, software, systems, facilities, services, people) that enable the organization to achieve business purposes are identified and managed consistent with their relative importance to organizational objectives and the organization's risk strategy",ID.AM-02,"Inventories of software, services, and systems managed by the organization are maintained","Ex1: Maintain inventories for all types of software and services, including commercial-off-the-shelf, open-source, custom applications, API services, and cloud-based applications and services",No,,,,"AC-20,CM-08,PM-05,SA-05,SA-09",,,,,,,,,,,,,,,,,,,,,,5,,
ID.AM-02 Ex3,IDENTIFY (ID),The organization's current cybersecurity risks are understood,ID.AM,Asset Management (ID.AM),"Assets (e.g., data, hardware, software, systems, facilities, services, people) that enable the organization to achieve business purposes are identified and managed consistent with their relative importance to organizational objectives and the organization's risk strategy",ID.AM-02,"Inventories of software, services, and systems managed by the organization are maintained",Ex3: Maintain an inventory of the organization's systems,No,,,,"AC-20,CM-08,PM-05,SA-05,SA-09",,,,,,,,,,,,,,,,,,,,,,5,,
ID.AM-03 Ex1,IDENTIFY (ID),The organization's current cybersecurity risks are understood,ID.AM,Asset Management (ID.AM),"Assets (e.g., data, hardware, software, systems, facilities, services, people) that enable the organization to achieve business purposes are identified and managed consistent with their relative importance to organizational objectives and the organization's risk strategy",ID.AM-03,Representations of the organization's authorized network communication and internal and external network data flows are maintained,Ex1: Maintain baselines of communication and data flows within the organization's wired and wireless networks,No,,,,"AC-04,CA-03,CA-09,PL-02,PL-08,PM-07",,,,,,,,,,,,,,,,,,,,,,5,,
ID.AM-03 Ex2,IDENTIFY (ID),The organization's current cybersecurity risks are understood,ID.AM,Asset Management (ID.AM),"Assets (e.g., data, hardware, software, systems, facilities, services, people) that enable the organization to achieve business purposes are identified and managed consistent with their relative importance to organizational objectives and the organization's risk strategy",ID.AM-03,Representations of the organization's authorized network communication and internal and external network data flows are maintained,Ex2: Maintain baselines of communication and data flows between the organization and third parties,Yes,,,,"AC-04,CA-03,CA-09,PL-02,PL-08,PM-07",,6,5,Annual assessment complete - meets requirements,2024-03-15,Completed,,,,,,,,,,,,,,,,5,,
ID.AM-03 Ex3,IDENTIFY (ID),The organization's current cybersecurity risks are understood,ID.AM,Asset Management (ID.AM),"Assets (e.g., data, hardware, software, systems, facilities, services, people) that enable the organization to achieve business purposes are identified and managed consistent with their relative importance to organizational objectives and the organization's risk strategy",ID.AM-03,Representations of the organization's authorized network communication and internal and external network data flows are maintained,Ex3: Maintain baselines of communication and data flows for the organization's infrastructure-as-a-service (IaaS) usage,Yes,,,,"AC-04,CA-03,CA-09,PL-02,PL-08,PM-07",,1,5,Pending vendor support,2024-03-15,Blocked,3,5,Documentation under review,2024-06-15,Pending Review,,,,,,,,,,,5,,
ID.AM-04 Ex2,IDENTIFY (ID),The organization's current cybersecurity risks are understood,ID.AM,Asset Management (ID.AM),"Assets (e.g., data, hardware, software, systems, facilities, services, people) that enable the organization to achieve business purposes are identified and managed consistent with their relative importance to organizational objectives and the organization's risk strategy",ID.AM-04,Inventories of services provided by suppliers are maintained,Ex2: Update the inventory when a new external service is going to be utilized to ensure adequate cybersecurity risk management monitoring of the organization's use of that service,Yes,,,,"AC-20,SA-09,SR-02",,4,5,Awaiting auditor review,2024-03-15,Pending Review,5,5,Control operating as expected,2024-06-15,Completed,,,,,,,,,,,5,,
ID.AM-05 Ex2,IDENTIFY (ID),The organization's current cybersecurity risks are understood,ID.AM,Asset Management (ID.AM),"Assets (e.g., data, hardware, software, systems, facilities, services, people) that enable the organization to achieve business purposes are identified and managed consistent with their relative importance to organizational objectives and the organization's risk strategy",ID.AM-05,"Assets are prioritized based on classification, criticality, resources, and impact on the mission",Ex2: Apply the prioritization criteria to assets,Yes,,,,"RA-02,RA-03,RA-09",,6,5,Annual assessment complete - meets requirements,2024-03-15,Completed,,,,,,4,5,Final review scheduled,2024-09-15,Pending Review,4,5,Evidence submitted for review,2024-12-15,Pending Review,5,,
ID.AM-05 Ex3,IDENTIFY (ID),The organization's current cybersecurity risks are understood,ID.AM,Asset Management (ID.AM),"Assets (e.g., data, hardware, software, systems, facilities, services, people) that enable the organization to achieve business purposes are identified and managed consistent with their relative importance to organizational objectives and the organization's risk strategy",ID.AM-05,"Assets are prioritized based on classification, criticality, resources, and impact on the mission",Ex3: Track the asset priorities and update them periodically or when significant changes to the organization occur,Yes,,,,"RA-02,RA-03,RA-09",,6,5,Annual assessment complete - meets requirements,2024-03-15,Completed,1,5,Budget constraints,2024-06-15,Blocked,,,,,,0,5,,2024-12-15,Not Started,5,,
ID.AM-07 Ex1,IDENTIFY (ID),The organization's current cybersecurity risks are understood,ID.AM,Asset Management (ID.AM),"Assets (e.g., data, hardware, software, systems, facilities, services, people) that enable the organization to achieve business purposes are identified and managed consistent with their relative importance to organizational objectives and the organization's risk strategy",ID.AM-07,Inventories of data and corresponding metadata for designated data types are maintained,"Ex1: Maintain a list of the designated data types of interest (e.g., personally identifiable information, protected health information, financial account numbers, organization intellectual property, operational technology data)",No,,,,"CM-12,CM-13,SI-12",,,,,,,,,,,,,,,,,,,,,,5,,
