ID,Category,Function,Description,In Scope?,Owner,Stakeholders,Auditor,NIST 800-53 Control Ref,Test Procedures,Score,Target Score,Q1 Actual Score,Q1 Target Score,Q1 Observations,Q1 Observation Date,Q1 Testing Status,Q1 Examine,Q1 Interview,Q1 Test,Q2 Actual Score,Q2 Target Score,Q2 Observations,Q2 Observation Date,Q2 Testing Status,Q2 Examine,Q2 Interview,Q2 Test,Q3 Actual Score,Q3 Target Score,Q3 Observations,Q3 Observation Date,Q3 Testing Status,Q3 Examine,Q3 Interview,Q3 Test,Q4 Actual Score,Q4 Target Score,Q4 Observations,Q4 Observation Date,Q4 Testing Status,Q4 Examine,Q4 Interview,Q4 Test,Remediation Owner,Remediation Due Date,Minimum Target,Action Plan,Artifact Name
GV.SC-05,Cybersecurity Supply Chain Risk Management (categories/Cybersecurity%20Supply%20Chain%20Risk%20Management%20ad778272d847f2cd436d6d146af0bf96.csv),GV (functions/GV%2014c28856c35b324b9a2752f658c7d743.csv),"Requirements to address cybersecurity risks in supply chains are established, prioritized, and integrated into contracts and other types of agreements with suppliers and other relevant third parties",No,,,,"SA-04,SA-09,SR-03,SR-05,SR-06,SR-10",,0,0,0,0,,,Not Started,No,No,No,0,0,,,Not Started,No,No,No,0,0,,,Not Started,No,No,No,0,0,,,Not Started,No,No,No,,,0,,
GV.SC-06,Cybersecurity Supply Chain Risk Management (categories/Cybersecurity%20Supply%20Chain%20Risk%20Management%20ad778272d847f2cd436d6d146af0bf96.csv),GV (functions/GV%2014c28856c35b324b9a2752f658c7d743.csv),Planning and due diligence are performed to reduce risks before entering into formal supplier or other third-party relationships,Yes,gerry <gerry@almasecurity.com>,jane <jane@almasecurity.com>; john <john@almasecurity.com>,steve <steve@almasecurity.com>,"SA-04,SA-09,SR-05,SR-06",,5,5,5,5,Vendor risk assessment criteria standardized. ServiceNow onboarding workflow operational. Due diligence requirements documented for all vendor tiers.,19-Jan,Complete,Yes,Yes,Yes,5,5,Risk assessments mandatory before contract execution. Apple Passkey vendor assessment completed with remediation tracking. Assessment results inform contract terms.,14-Apr,Complete,No,Yes,Yes,5,5,,10-Jun,In Progress,No,Yes,No,5,5,,,Not Started,No,No,No,,,5,,
GV.SC-07,Cybersecurity Supply Chain Risk Management (categories/Cybersecurity%20Supply%20Chain%20Risk%20Management%20ad778272d847f2cd436d6d146af0bf96.csv),GV (functions/GV%2014c28856c35b324b9a2752f658c7d743.csv),"The risks posed by a supplier, their products and services, and other third parties are understood, recorded, prioritized, assessed, responded to, and monitored over the course of the relationship",No,,,,"RA-09,SA-04,SA-09,SR-03,SR-06",,0,0,0,0,,,Not Started,No,No,No,0,0,,,Not Started,No,No,No,0,0,,,Not Started,No,No,No,0,0,,,Not Started,No,No,No,,,0,,
GV.SC-08,Cybersecurity Supply Chain Risk Management (categories/Cybersecurity%20Supply%20Chain%20Risk%20Management%20ad778272d847f2cd436d6d146af0bf96.csv),GV (functions/GV%2014c28856c35b324b9a2752f658c7d743.csv),"Relevant suppliers and other third parties are included in incident planning, response, and recovery activities",No,,,,"CP-01,IR-01,SA-04,SA-09,SR-02,SR-03,SR-08",,0,0,0,0,,,Not Started,No,No,No,0,0,,,Not Started,No,No,No,0,0,,,Not Started,No,No,No,0,0,,,Not Started,No,No,No,,,0,,
GV.SC-09,Cybersecurity Supply Chain Risk Management (categories/Cybersecurity%20Supply%20Chain%20Risk%20Management%20ad778272d847f2cd436d6d146af0bf96.csv),GV (functions/GV%2014c28856c35b324b9a2752f658c7d743.csv),"Supply chain security practices are integrated into cybersecurity and enterprise risk management programs, and their performance is monitored throughout the technology product and service life cycle",Yes,gerry <gerry@almasecurity.com>,jane <jane@almasecurity.com>; john <john@almasecurity.com>,steve <steve@almasecurity.com>,"PM-09,PM-19,PM-28,PM-30,PM-31,RA-03,RA-07,SA-04,SA-09,SR-02,SR-03,SR-05,SR-06","1. Inquiry: CISO, CIO, 2. Inspect cybersecurity policy, 3. Inspect change management policy",6,5,5,5,Supply chain security practices documented in cybersecurity policy. Critical hardware change verification procedures established. Integration with ERM program initiated.,21-Jan,Complete,Yes,Yes,Yes,6,5,Full ERM integration achieved. Hardware change verification automated where possible. Lifecycle monitoring operational for critical technology products.,16-Apr,Complete,No,Yes,Yes,6,5,,12-Jun,In Progress,No,Yes,No,6,5,,,Not Started,No,No,No,,,5,,
GV.SC-10,Cybersecurity Supply Chain Risk Management (categories/Cybersecurity%20Supply%20Chain%20Risk%20Management%20ad778272d847f2cd436d6d146af0bf96.csv),GV (functions/GV%2014c28856c35b324b9a2752f658c7d743.csv),Cybersecurity supply chain risk management plans include provisions for activities that occur after the conclusion of a partnership or service agreement,Yes,gerry <gerry@almasecurity.com>,jane <jane@almasecurity.com>; john <john@almasecurity.com>,steve <steve@almasecurity.com>,"PM-31,RA-03,RA-05,RA-07,SA-04,SA-09,SR-02,SR-03,SR-05,SR-06","1. Inquiry: CISO, Procurement, 2. Inspect offboarding checklist, 3. Inspect sample of terminated supplier accounts",6,5,5,5,Comprehensive offboarding checklist implemented. Supplier access termination procedures documented. Access reviews conducted upon contract termination.,20-Jan,Complete,Yes,Yes,Yes,6,5,Automated access deactivation within 24 hours for terminated suppliers. Sample audits confirm compliance. Offboarding process integrated with procurement workflow.,15-Apr,Complete,No,Yes,Yes,6,5,,11-Jun,In Progress,No,Yes,No,6,5,,,Not Started,No,No,No,,,5,,
ID.AM-01,Asset Management (categories/Asset%20Management%2070b3428272e5456f7065a56a0aca6007.csv),ID (functions/ID%20cbfbcfb32ba15290c21c768657ace43e.csv),Inventories of hardware managed by the organization are maintained,No,,,,"CM-08,PM-05",,0,0,0,0,,,Not Started,No,No,No,0,0,,,Not Started,No,No,No,0,0,,,Not Started,No,No,No,0,0,,,Not Started,No,No,No,,,0,,
ID.AM-02,Asset Management (categories/Asset%20Management%2070b3428272e5456f7065a56a0aca6007.csv),ID (functions/ID%20cbfbcfb32ba15290c21c768657ace43e.csv),"Inventories of software, services, and systems managed by the organization are maintained",Yes,chris.magann <chris.magann@almasecurity.com>,jane <jane@almasecurity.com>; john <john@almasecurity.com>,steve <steve@almasecurity.com>,"AC-20,CM-08,PM-05,SA-05,SA-09","1. Inquiry: CISO, CIO, 2. Inspect software inventory, 3. Observe discovery scans",3,5,2,5,Software inventory 70% complete. AWS assets tracked via native tools. Asset inventory system requirements documented (STS4).,08-Feb,Complete,Yes,Yes,Yes,3,5,Inventory improving with 85% coverage. Cloud assets continuously tracked. Asset inventory system procurement aligned with ASM vendor selection.,04-May,Complete,Yes,Yes,No,3,5,,,Not Started,No,No,No,3,5,,,Not Started,No,No,No,chris.magann <chris.magann@almasecurity.com>,2026-10-31,5,Complete asset inventory system procurement aligned with ASM vendor (STS4). Achieve 95% software inventory coverage. Implement continuous monitoring for container and VM inventory changes.,
ID.AM-03,Asset Management (categories/Asset%20Management%2070b3428272e5456f7065a56a0aca6007.csv),ID (functions/ID%20cbfbcfb32ba15290c21c768657ace43e.csv),Representations of the organization's authorized network communication and internal and external network data flows are maintained,No,,,,"AC-04,CA-03,CA-09,PL-02,PL-08,PM-07",,0,0,0,0,,,Not Started,No,No,No,0,0,,,Not Started,No,No,No,0,0,,,Not Started,No,No,No,0,0,,,Not Started,No,No,No,,,0,,
ID.AM-04,Asset Management (categories/Asset%20Management%2070b3428272e5456f7065a56a0aca6007.csv),ID (functions/ID%20cbfbcfb32ba15290c21c768657ace43e.csv),Inventories of services provided by suppliers are maintained,No,,,,"AC-20,SA-09,SR-02",,0,0,0,0,,,Not Started,No,No,No,0,0,,,Not Started,No,No,No,0,0,,,Not Started,No,No,No,0,0,,,Not Started,No,No,No,,,0,,
ID.AM-05,Asset Management (categories/Asset%20Management%2070b3428272e5456f7065a56a0aca6007.csv),ID (functions/ID%20cbfbcfb32ba15290c21c768657ace43e.csv),"Assets are prioritized based on classification, criticality, resources, and impact on the mission",No,,,,"RA-02,RA-03,RA-09",,0,0,0,0,,,Not Started,No,No,No,0,0,,,Not Started,No,No,No,0,0,,,Not Started,No,No,No,0,0,,,Not Started,No,No,No,,,0,,
ID.AM-07,Asset Management (categories/Asset%20Management%2070b3428272e5456f7065a56a0aca6007.csv),ID (functions/ID%20cbfbcfb32ba15290c21c768657ace43e.csv),Inventories of data and corresponding metadata for designated data types are maintained,Yes,chris.magann <chris.magann@almasecurity.com>,jane <jane@almasecurity.com>; john <john@almasecurity.com>,steve <steve@almasecurity.com>,"CM-12,CM-13,SI-12","1. Inquiry: CISO, Data Governance, 2. Inspect data classification policy, 3. Observe data scanning tool",3,5,2,5,Data classification policy approved. Biometric data classified as highest sensitivity (SG1). Tagging implementation in pilot phase.,09-Feb,Complete,Yes,Yes,No,3,5,Classification schema operationalized. Sensitive data types tagged in production systems. Data scanning tool selected and deployment scheduled.,05-May,Complete,Yes,Yes,Yes,3,5,,,Not Started,No,No,No,3,5,,,Not Started,No,No,No,chris.magann <chris.magann@almasecurity.com>,2026-09-30,5,Complete data scanning tool deployment. Extend classification tagging to all production data stores. Implement automated classification for new data assets. Address biometric data inventory gaps.,
ID.AM-08,Asset Management (categories/Asset%20Management%2070b3428272e5456f7065a56a0aca6007.csv),ID (functions/ID%20cbfbcfb32ba15290c21c768657ace43e.csv),"Systems, hardware, software, services, and data are managed throughout their life cycles",No,,,,"CM-09,CM-13,MA-02,MA-06,PL-02,PM-22,PM-23,SA-03,SA-04,SA-08,SA-22,SI-12,SI-18,SR-05,SR-12",,0,0,0,0,,,Not Started,No,No,No,0,0,,,Not Started,No,No,No,0,0,,,Not Started,No,No,No,0,0,,,Not Started,No,No,No,,,0,,
ID.IM-01,Improvement (categories/Improvement%2072eff466922c638c29808978bea03382.csv),ID (functions/ID%20cbfbcfb32ba15290c21c768657ace43e.csv),Improvements are identified from evaluations,Yes,chris.magann <chris.magann@almasecurity.com>,jane <jane@almasecurity.com>; john <john@almasecurity.com>,steve <steve@almasecurity.com>,"AC-01,AT-01,AU-01,CA-01,CA-02,CA-05,CA-07,CA-08,CM-01,CP-01,CP-02,IA-01,IR-01,IR-04,IR-08,MA-01,MP-01,PE-01,PL-01,PL-02,PM-01,PS-01,PT-01,RA-01,RA-03,RA-05,RA-07,SA-01,SA-08,SA-11,SA-17(06),SC-01,SI-01,SI-02,SI-04,SR-01,SR-05","1. Inquiry: CISO, 2. Inspect risk assessment methodology, 3. Inspect sample of risk assessments",3,5,2,5,Self-assessment program established. Risk assessment methodology documented. Threat-informed assessments conducted for crown jewel systems.,10-Feb,Complete,Yes,Yes,No,3,5,Structured risk assessments completed quarterly. KPI-driven improvement identification operational. TTD/TTR trends inform security investments.,06-May,Complete,No,Yes,Yes,3,5,,,Not Started,No,No,No,3,5,,,Not Started,No,No,No,chris.magann <chris.magann@almasecurity.com>,2026-10-31,5,Formalize self-assessment program with documented schedule. Expand threat-informed assessments beyond crown jewels. Implement improvement tracking dashboard linked to KPI trends.,
ID.IM-02,Improvement (categories/Improvement%2072eff466922c638c29808978bea03382.csv),ID (functions/ID%20cbfbcfb32ba15290c21c768657ace43e.csv),"Improvements are identified from security tests and exercises, including those done in coordination with suppliers and relevant third parties",No,,,,"AC-01,AT-01,AU-01,CA-01,CA-02,CA-05,CA-07,CA-08,CM-01,CP-01,CP-02,CP-04,IA-01,IR-01,IR-03,IR-04,IR-08,MA-01,MP-01,PE-01,PL-01,PL-02,PM-01,PM-04,PM-31,PS-01,PT-01,RA-01,RA-03,RA-05,RA-07,SA-01,SA-08,SA-11,SC-01,SI-01,SI-02,SI-04,SR-01,SR-05",,0,0,0,0,,,Not Started,No,No,No,0,0,,,Not Started,No,No,No,0,0,,,Not Started,No,No,No,0,0,,,Not Started,No,No,No,,,0,,
ID.IM-03,Improvement (categories/Improvement%2072eff466922c638c29808978bea03382.csv),ID (functions/ID%20cbfbcfb32ba15290c21c768657ace43e.csv),"Improvements are identified from execution of operational processes, procedures, and activities",No,,,,"AC-01,AT-01,AU-01,CA-01,CA-02,CA-05,CA-07,CA-08,CM-01,CP-01,CP-02,IA-01,IR-01,IR-04,IR-08,MA-01,MP-01,PE-01,PL-01,PL-02,PM-01,PM-04,PM-31,PS-01,PT-01,RA-01,RA-03,RA-05,RA-07,SA-01,SA-04,SA-08,SA-11,SC-01,SI-01,SI-02,SI-04,SR-01,SR-05",,0,0,0,0,,,Not Started,No,No,No,0,0,,,Not Started,No,No,No,0,0,,,Not Started,No,No,No,0,0,,,Not Started,No,No,No,,,0,,
ID.IM-04,Improvement (categories/Improvement%2072eff466922c638c29808978bea03382.csv),ID (functions/ID%20cbfbcfb32ba15290c21c768657ace43e.csv),"Incident response plans and other cybersecurity plans that affect operations are established, communicated, maintained, and improved",No,,,,"CP-02,IR-08,PL-02,SR-02",,0,0,0,0,,,Not Started,No,No,No,0,0,,,Not Started,No,No,No,0,0,,,Not Started,No,No,No,0,0,,,Not Started,No,No,No,,,0,,
ID.RA-01,Risk Assessment (categories/Risk%20Assessment%20d13c30999165f054522c5a8e4079d297.csv),ID (functions/ID%20cbfbcfb32ba15290c21c768657ace43e.csv),"Vulnerabilities in assets are identified, validated, and recorded",Yes,gerry <gerry@almasecurity.com>,jane <jane@almasecurity.com>; john <john@almasecurity.com>,steve <steve@almasecurity.com>,"CA-02,CA-07,CA-08,RA-03,RA-05,SA-11(02),SA-15(07),SA-15(08),SI-04,SI-05","1. Inquiry: CISO, 2. Inspect vulnerability scan configs, 3. Inspect vulnerability reports",5,5,3,5,Vulnerability scanning operational with Chris Magann and Tigan Wang leading VM program. Scan configs documented. Regular scanning of crown jewel systems.,29-Jan,Complete,Yes,Yes,Yes,5,5,VM program mature with TTR-C at 11 days (Apr 2024). Vulnerability reports reviewed weekly. Crown jewel systems prioritized. Automated scanning and reporting operational.,24-Apr,Complete,No,Yes,Yes,5,5,,20-Jun,Submitted,No,Yes,No,5,5,,,Not Started,No,No,No,,,5,,
ID.RA-02,Risk Assessment (categories/Risk%20Assessment%20d13c30999165f054522c5a8e4079d297.csv),ID (functions/ID%20cbfbcfb32ba15290c21c768657ace43e.csv),Cyber threat intelligence is received from information sharing forums and sources,No,,,,"PM-15,PM-16,SI-05",,0,0,0,0,,,Not Started,No,No,No,0,0,,,Not Started,No,No,No,0,0,,,Not Started,No,No,No,0,0,,,Not Started,No,No,No,,,0,,
ID.RA-03,Risk Assessment (categories/Risk%20Assessment%20d13c30999165f054522c5a8e4079d297.csv),ID (functions/ID%20cbfbcfb32ba15290c21c768657ace43e.csv),Internal and external threats to the organization are identified and recorded,No,,,,"PM-12,PM-16,RA-03,SI-05",,0,0,0,0,,,Not Started,No,No,No,0,0,,,Not Started,No,No,No,0,0,,,Not Started,No,No,No,0,0,,,Not Started,No,No,No,,,0,,
ID.RA-04,Risk Assessment (categories/Risk%20Assessment%20d13c30999165f054522c5a8e4079d297.csv),ID (functions/ID%20cbfbcfb32ba15290c21c768657ace43e.csv),Potential impacts and likelihoods of threats exploiting vulnerabilities are identified and recorded,No,,,,"PM-09,PM-11,RA-02,RA-03,RA-08,RA-09",,0,0,0,0,,,Not Started,No,No,No,0,0,,,Not Started,No,No,No,0,0,,,Not Started,No,No,No,0,0,,,Not Started,No,No,No,,,0,,
ID.RA-05,Risk Assessment (categories/Risk%20Assessment%20d13c30999165f054522c5a8e4079d297.csv),ID (functions/ID%20cbfbcfb32ba15290c21c768657ace43e.csv),"Threats, vulnerabilities, likelihoods, and impacts are used to understand inherent risk and inform risk response prioritization",No,,,,"PM-16,RA-02,RA-03,RA-07",,0,0,0,0,,,Not Started,No,No,No,0,0,,,Not Started,No,No,No,0,0,,,Not Started,No,No,No,0,0,,,Not Started,No,No,No,,,0,,
ID.RA-06,Risk Assessment (categories/Risk%20Assessment%20d13c30999165f054522c5a8e4079d297.csv),ID (functions/ID%20cbfbcfb32ba15290c21c768657ace43e.csv),"Risk responses are chosen, prioritized, planned, tracked, and communicated",No,,,,"PM-09,PM-18,PM-30,RA-07",,0,0,0,0,,,Not Started,No,No,No,0,0,,,Not Started,No,No,No,0,0,,,Not Started,No,No,No,0,0,,,Not Started,No,No,No,,,0,,
ID.RA-07,Risk Assessment (categories/Risk%20Assessment%20d13c30999165f054522c5a8e4079d297.csv),ID (functions/ID%20cbfbcfb32ba15290c21c768657ace43e.csv),"Changes and exceptions are managed, assessed for risk impact, recorded, and tracked",Yes,chris.magann <chris.magann@almasecurity.com>,jane <jane@almasecurity.com>; john <john@almasecurity.com>,steve <steve@almasecurity.com>,"CA-07,CM-03,CM-04","1. Inquiry: CISO, Change Manager, 2. Inspect change management policy, 3. Inspect sample of change requests",3,5,1,5,Change management policy exists. Exception documentation process established but enforcement inconsistent across teams.,22-Jan,Complete,Yes,Yes,Yes,3,5,Change requests formally documented and tracked. Risk impact assessments required for crown jewel systems. Sample audits show 85% compliance with documented procedures.,17-Apr,Complete,Yes,Yes,Yes,3,5,,13-Jun,In Progress,No,Yes,No,3,5,,,Not Started,No,No,No,chris.magann <chris.magann@almasecurity.com>,2026-09-30,5,Implement automated change management enforcement in ServiceNow. Extend mandatory risk impact assessments to all systems (not just crown jewels). Conduct training for all teams on change documentation requirements. Target 95% compliance.,
ID.RA-08,Risk Assessment (categories/Risk%20Assessment%20d13c30999165f054522c5a8e4079d297.csv),ID (functions/ID%20cbfbcfb32ba15290c21c768657ace43e.csv),"Processes for receiving, analyzing, and responding to vulnerability disclosures are established",Yes,gerry <gerry@almasecurity.com>,jane <jane@almasecurity.com>; john <john@almasecurity.com>,steve <steve@almasecurity.com>,RA-05,"1. Inquiry: CISO, 2. Inspect vulnerability disclosure policy, 3. Inspect sample of disclosures",6,5,3,5,Vulnerability disclosure policy documented. External disclosure handling process established. Supplier disclosure requirements included in contracts.,14-Feb,Complete,Yes,Yes,No,6,5,Disclosure program mature with defined response SLAs. Supplier vulnerability sharing operational per contract terms. Sample disclosures processed within SLA.,10-May,Complete,No,Yes,Yes,6,5,,,Not Started,No,No,No,6,5,,,Not Started,No,No,No,,,5,,
ID.RA-09,Risk Assessment (categories/Risk%20Assessment%20d13c30999165f054522c5a8e4079d297.csv),ID (functions/ID%20cbfbcfb32ba15290c21c768657ace43e.csv),The authenticity and integrity of hardware and software are assessed prior to acquisition and use,No,,,,"SA-04,SA-05,SA-10,SA-11,SA-15,SA-17,SI-07,SR-05,SR-06,SR-10,SR-11",,0,0,0,0,,,Not Started,No,No,No,0,0,,,Not Started,No,No,No,0,0,,,Not Started,No,No,No,0,0,,,Not Started,No,No,No,,,0,,
ID.RA-10,Risk Assessment (categories/Risk%20Assessment%20d13c30999165f054522c5a8e4079d297.csv),ID (functions/ID%20cbfbcfb32ba15290c21c768657ace43e.csv),Critical suppliers are assessed prior to acquisition,No,,,,SR-06,,0,0,0,0,,,Not Started,No,No,No,0,0,,,Not Started,No,No,No,0,0,,,Not Started,No,No,No,0,0,,,Not Started,No,No,No,,,0,,
PR.AA-01,"Identity Management, Authentication, and Access Control (categories/Identity%20Management,%20Authentication,%20and%20Access%20Co%206112f77a070b03b7d33aa4cd50902c11.csv)",PR (functions/PR%2098c54861453ab3bbd429d0b4b9e9883a.csv),"Identities and credentials for authorized users, services, and hardware are managed by the organization",No,,,,"AC-01,AC-02,AC-14,IA-01,IA-02,IA-03,IA-04,IA-05,IA-06,IA-07,IA-08,IA-09,IA-10,IA-11",,0,0,0,0,,,Not Started,No,No,No,0,0,,,Not Started,No,No,No,0,0,,,Not Started,No,No,No,0,0,,,Not Started,No,No,No,,,0,,
PR.AA-02,"Identity Management, Authentication, and Access Control (categories/Identity%20Management,%20Authentication,%20and%20Access%20Co%206112f77a070b03b7d33aa4cd50902c11.csv)",PR (functions/PR%2098c54861453ab3bbd429d0b4b9e9883a.csv),Identities are proofed and bound to credentials based on the context of interactions,Yes,gerry <gerry@almasecurity.com>,jane <jane@almasecurity.com>; john <john@almasecurity.com>,steve <steve@almasecurity.com>,IA-12,"1. Inquiry: CISO, IAM Team, 2. Inspect account inventory, 3. Inspect sample of privileged access",5,5,3,5,Individual credentials issued to all personnel. No shared accounts policy enforced. MFA rollout project initiated ($80K) supporting G8 partnership requirements.,15-Feb,Complete,Yes,Yes,No,5,5,Credential uniqueness enforced enterprise-wide. Privileged access reviews completed quarterly. Shared developer SSH key identified for remediation in Q3.,11-May,Complete,No,Yes,Yes,5,5,,,Not Started,No,No,No,5,5,,,Not Started,No,No,No,,,5,,
PR.AA-03,"Identity Management, Authentication, and Access Control (categories/Identity%20Management,%20Authentication,%20and%20Access%20Co%206112f77a070b03b7d33aa4cd50902c11.csv)",PR (functions/PR%2098c54861453ab3bbd429d0b4b9e9883a.csv),"Users, services, and hardware are authenticated",No,,,,"AC-07,AC-12,IA-02,IA-03,IA-05,IA-07,IA-08,IA-09,IA-10,IA-11",,0,0,0,0,,,Not Started,No,No,No,0,0,,,Not Started,No,No,No,0,0,,,Not Started,No,No,No,0,0,,,Not Started,No,No,No,,,0,,
PR.AA-04,"Identity Management, Authentication, and Access Control (categories/Identity%20Management,%20Authentication,%20and%20Access%20Co%206112f77a070b03b7d33aa4cd50902c11.csv)",PR (functions/PR%2098c54861453ab3bbd429d0b4b9e9883a.csv),"Identity assertions are protected, conveyed, and verified",No,,,,IA-13,,0,0,0,0,,,Not Started,No,No,No,0,0,,,Not Started,No,No,No,0,0,,,Not Started,No,No,No,0,0,,,Not Started,No,No,No,,,0,,
PR.AA-05,"Identity Management, Authentication, and Access Control (categories/Identity%20Management,%20Authentication,%20and%20Access%20Co%206112f77a070b03b7d33aa4cd50902c11.csv)",PR (functions/PR%2098c54861453ab3bbd429d0b4b9e9883a.csv),"Access permissions, entitlements, and authorizations are defined in a policy, managed, enforced, and reviewed, and incorporate the principles of least privilege and separation of duties",No,,,,"AC-01,AC-02,AC-03,AC-05,AC-06,AC-10,AC-16,AC-17,AC-18,AC-19,AC-24,IA-13",,0,0,0,0,,,Not Started,No,No,No,0,0,,,Not Started,No,No,No,0,0,,,Not Started,No,No,No,0,0,,,Not Started,No,No,No,,,0,,
PR.AA-06,"Identity Management, Authentication, and Access Control (categories/Identity%20Management,%20Authentication,%20and%20Access%20Co%206112f77a070b03b7d33aa4cd50902c11.csv)",PR (functions/PR%2098c54861453ab3bbd429d0b4b9e9883a.csv),"Physical access to assets is managed, monitored, and enforced commensurate with risk",No,,,,"PE-02,PE-03,PE-04,PE-05,PE-06,PE-08,PE-18,PE-19,PE-20",,0,0,0,0,,,Not Started,No,No,No,0,0,,,Not Started,No,No,No,0,0,,,Not Started,No,No,No,0,0,,,Not Started,No,No,No,,,0,,
PR.AT-01,Awareness and Training (categories/Awareness%20and%20Training%20dfd77563a114d387cf15ed335fe98b87.csv),PR (functions/PR%2098c54861453ab3bbd429d0b4b9e9883a.csv),Personnel are provided with awareness and training so that they possess the knowledge and skills to perform general tasks with cybersecurity risks in mind,Yes,gerry <gerry@almasecurity.com>,jane <jane@almasecurity.com>; john <john@almasecurity.com>,steve <steve@almasecurity.com>,"AT-02,AT-03","1. Inquiry: CISO, HR, 2. Inspect security training policy, 3. Inspect sample of training records",6,5,4,5,Security awareness program operational with quarterly training. Social engineering and phishing modules deployed. Training records maintained in Workday with 90% completion rate.,23-Jan,Complete,No,Yes,Yes,5,5,Training program achieving target completion rates. Phishing simulation click rates improved 40% from baseline. Cyber hygiene training integrated into new hire onboarding.,18-Apr,Complete,No,Yes,Yes,6,5,,14-Jun,Submitted,No,Yes,No,6,5,,,Not Started,No,No,No,,,5,,
PR.AT-02,Awareness and Training (categories/Awareness%20and%20Training%20dfd77563a114d387cf15ed335fe98b87.csv),PR (functions/PR%2098c54861453ab3bbd429d0b4b9e9883a.csv),Individuals in specialized roles are provided with awareness and training so that they possess the knowledge and skills to perform relevant tasks with cybersecurity risks in mind,No,,,,AT-03,,0,0,0,0,,,Not Started,No,No,No,0,0,,,Not Started,No,No,No,0,0,,,Not Started,No,No,No,0,0,,,Not Started,No,No,No,,,0,,
PR.DS-01,Data Security (categories/Data%20Security%2014d87fec1f38601f637ac315794d6847.csv),PR (functions/PR%2098c54861453ab3bbd429d0b4b9e9883a.csv),"The confidentiality, integrity, and availability of data-at-rest are protected",Yes,chris.magann <chris.magann@almasecurity.com>,jane <jane@almasecurity.com>; john <john@almasecurity.com>,steve <steve@almasecurity.com>,"CA-03,CP-09,MP-08,SC-04,SC-07,SC-12,SC-13,SC-28,SC-32,SC-39,SC-43,SI-03,SI-04,SI-07","1. Inquiry: CISO, 2. Inspect encryption policy, 3. Inspect endpoint config standards",6,5,3,5,Encryption policy documented and approved. S3 bucket security project in progress. Removable media restrictions planned for endpoint deployment.,30-Jan,Complete,Yes,Yes,No,4,5,Data encryption upgrade project approved ($95K). Removable media controls deployed on managed endpoints. S3 bucket encryption enforced.,25-Apr,Complete,Yes,Yes,Yes,6,5,,21-Jun,Submitted,No,Yes,No,6,5,,,Not Started,No,No,No,chris.magann <chris.magann@almasecurity.com>,2026-09-30,5,Execute Data Encryption Upgrade project ($95K). Extend removable media controls to all managed endpoints including servers. Verify S3 bucket encryption enforcement across all buckets.,
PR.DS-02,Data Security (categories/Data%20Security%2014d87fec1f38601f637ac315794d6847.csv),PR (functions/PR%2098c54861453ab3bbd429d0b4b9e9883a.csv),"The confidentiality, integrity, and availability of data-in-transit are protected",No,,,,"AU-16,CA-03,SC-04,SC-07,SC-08,SC-11,SC-12,SC-13,SC-16,SC-40,SC-43,SI-03,SI-04,SI-07",,0,0,0,0,,,Not Started,No,No,No,0,0,,,Not Started,No,No,No,0,0,,,Not Started,No,No,No,0,0,,,Not Started,No,No,No,,,0,,
PR.DS-10,Data Security (categories/Data%20Security%2014d87fec1f38601f637ac315794d6847.csv),PR (functions/PR%2098c54861453ab3bbd429d0b4b9e9883a.csv),"The confidentiality, integrity, and availability of data-in-use are protected",Yes,gerry <gerry@almasecurity.com>,jane <jane@almasecurity.com>; john <john@almasecurity.com>,steve <steve@almasecurity.com>,"AC-02,AC-03,AC-04,AU-09,AU-13,CA-03,CP-09,SA-08,SC-04,SC-07,SC-11,SC-13,SC-24,SC-32,SC-39,SC-40,SC-43,SI-03,SI-04,SI-07,SI-10,SI-16","1. Inquiry: CISO, App Owners, 2. Inspect data handling procedures, 3. Inspect sample of source code",5,5,3,5,Data-in-use protection requirements documented. Memory handling procedures established. Source code review process initiated for sensitive applications.,16-Feb,Complete,Yes,Yes,No,5,5,Data handling procedures enforced. Sensitive data retention limits implemented. Application owner attestations collected. Source code reviews completed for crown jewels.,12-May,Complete,Yes,Yes,Yes,5,5,,,In Progress,No,No,No,5,5,,,Not Started,No,No,No,,,5,,
PR.DS-11,Data Security (categories/Data%20Security%2014d87fec1f38601f637ac315794d6847.csv),PR (functions/PR%2098c54861453ab3bbd429d0b4b9e9883a.csv),"Backups of data are created, protected, maintained, and tested",No,,,,"CP-06,CP-09",,0,0,0,0,,,Not Started,No,No,No,0,0,,,Not Started,No,No,No,0,0,,,Not Started,No,No,No,0,0,,,Not Started,No,No,No,,,0,,
PR.IR-01,Technology Infrastructure Resilience (categories/Technology%20Infrastructure%20Resilience%200e62fa0f04eb448e0e020c734114fb91.csv),PR (functions/PR%2098c54861453ab3bbd429d0b4b9e9883a.csv),Networks and environments are protected from unauthorized logical access and usage,No,,,,"AC-03,AC-04,SC-04,SC-05,SC-07",,0,0,0,0,,,Not Started,No,No,No,0,0,,,Not Started,No,No,No,0,0,,,Not Started,No,No,No,0,0,,,Not Started,No,No,No,,,0,,
